1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.565227	-0.574693	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-0.904564	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-0.367786	0.340404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.218325	-0.98626	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
