0	-0.0826735	-0.165347	-0.24802	-0.330694	-0.413367	-0.496041	-0.578714	-0.661388	-0.744061	-0.826735	-0.909408	-0.992082	-1.07476	-1.15743	-1.2401	-1.32278	-1.40545	-1.48812	-1.5708	
272	274	276	278	280	282	284	286	288	290	292	294	296	298	300	302	304	306	308	310	
0	526.316	1052.63	1578.95	2105.26	2631.58	3157.89	3684.21	4210.53	4736.84	5263.16	5789.47	6315.79	6842.11	7368.42	7894.74	8421.05	8947.37	9473.68	10000	
30	28.4211	26.8421	25.2632	23.6842	22.1053	20.5263	18.9474	17.3684	15.7895	14.2105	12.6316	11.0526	9.47368	7.89474	6.31579	4.73684	3.15789	1.57895	0	
