0	30	
526.316	28.4211	
1052.63	26.8421	
1578.95	25.2632	
2105.26	23.6842	
2631.58	22.1053	
3157.89	20.5263	
3684.21	18.9474	
4210.53	17.3684	
4736.84	15.7895	
5263.16	14.2105	
5789.47	12.6316	
6315.79	11.0526	
6842.11	9.47368	
7368.42	7.89474	
7894.74	6.31579	
8421.05	4.73684	
8947.37	3.15789	
9473.68	1.57895	
10000	0	
